"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0000086","G2/M transition of mitotic cell cycle",131,-0.69066157389426,-2.16413079671741,0.0204081632653061,0.0701841359773371,0.0413746831668406,566,"tags=28%, list=4%, signal=27%","10657/5889/84930/6502/84142/11073/5087/7465/90381/80174/5569/6240/29980/994/1017/8317/580/672/993/9928/9833/983/6790/2305/26271/4998/51514/990/641/891/63967/332/995/1063/5347/890/9212"
"GO:0032200","telomere organization",157,-0.680435181530147,-2.16109821006282,0.0178571428571429,0.0701841359773371,0.0413746831668406,1553,"tags=43%, list=12%, signal=39%","4361/3326/54984/10728/7203/7486/5591/328/54552/25913/10694/10574/92345/11284/55719/10459/51377/22948/55183/10445/3320/79677/2547/84250/10575/3183/8607/6117/23137/908/7520/1736/3192/10856/5499/6119/5889/54433/6950/65057/675/5394/10576/4216/55135/86/54780/167227/7517/84444/64858/7515/3021/142/3181/3178/5111/3184/9401/1017/2237/1763/5888/9134/641/4751/9156/9212"
"GO:0051302","regulation of cell division",134,-0.687739876047915,-2.15412496257782,0.0158730158730159,0.0701841359773371,0.0413746831668406,544,"tags=19%, list=4%, signal=19%","675/9738/23636/80179/79187/1894/3619/994/11113/144455/9493/29127/9928/9585/6790/9055/990/146909/641/259266/10112/332/55143/5347/79733/9212"
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules",103,0.687626943813138,2.14280842717801,0.0196078431372549,0.0701841359773371,0.0413746831668406,1497,"tags=27%, list=11%, signal=24%","56139/2196/23705/56137/56144/1008/56134/56111/56113/1951/57463/56133/56110/5817/5310/56122/5797/56103/56108/22883/56114/5365/9746/5819/56101/57717/682/27020"
"GO:0002685","regulation of leukocyte migration",149,0.632205258472883,2.13827497291484,0.0238095238095238,0.0701841359773371,0.0413746831668406,660,"tags=13%, list=5%, signal=13%","6352/4856/7784/3162/9518/1803/2621/7057/3383/56477/80310/5054/1435/1893/4067/975/57142/5641/83692/102"
"GO:0022618","protein-RNA complex assembly",183,-0.66553171066665,-2.13658155056538,0.0204081632653061,0.0701841359773371,0.0413746831668406,2764,"tags=62%, list=21%, signal=50%","25929/6169/23405/55164/79833/8233/120379/55702/29777/6732/7458/10992/8559/6895/26284/10181/55015/1983/6880/79084/6431/7375/6627/1939/4931/23212/23020/55692/10480/1968/25804/6208/54496/27341/83443/8669/51386/8575/6135/8161/7536/9416/3646/8668/8666/8664/91746/57461/6633/27335/3326/6209/10728/10658/51634/23195/96764/1653/8562/5591/84844/27339/26121/22907/10594/6152/22827/9092/10772/92345/11338/56949/51081/9129/55299/10262/8487/29997/84154/50628/8899/6629/27161/51154/3320/6125/1660/10419/6636/23246/6631/3921/4686/8175/64745/10291/6193/8607/27336/7520/1736/6637/9879/6635/10946/10856/11168/23450/58155/6628/6632/84811/6426/57819"
"GO:0031507","heterochromatin formation",119,-0.67784644741628,-2.13613922246827,0.0192307692307692,0.0701841359773371,0.0413746831668406,1772,"tags=44%, list=13%, signal=38%","56916/4000/23411/55196/100048912/91746/5925/8091/79813/22955/9555/5253/7175/8467/25792/11335/10927/10951/6597/64783/56339/3720/23512/55183/3066/3190/57673/10664/3192/11177/23347/8520/54107/10155/94239/84444/54069/23468/3021/3070/84823/3146/1017/6839/3014/3015/1786/672/2146/3930/29128/4001"
"GO:0016072","rRNA metabolic process",255,-0.621331897198665,-2.12871156743026,0.0166666666666667,0.0701841359773371,0.0413746831668406,3056,"tags=58%, list=23%, signal=45%","117246/27292/6223/10885/161424/57647/9277/27079/79002/118460/51547/57418/6227/10849/6165/51077/10248/57050/92856/8850/120379/8886/146857/55127/29777/9188/6229/10775/27043/22894/51082/9790/1662/6218/55178/51367/55226/22803/29081/28987/10436/4931/23212/6208/55720/23378/9329/79979/84881/8602/27341/2971/79707/6230/55651/6135/65095/57455/54663/10528/51018/6154/51010/23481/79039/27340/6194/56915/79922/6209/10412/9555/9221/92342/11224/5591/705/8568/51406/64216/51106/10171/23076/11157/285855/9045/81887/6155/4691/6129/9092/10927/9014/23517/51118/25983/6217/10556/92345/10200/6597/55299/79954/9136/9191/6202/29997/10969/6130/9775/84154/50628/10813/51602/51154/9328/6125/84916/2483/23246/10360/88745/6201/55813/1736/25926/5036/90459/6949/51096/112495/80135/83732/6598/54433/84549/64425/5394/55646/55003/11340/23404/5393/2091/1663/6839/81691"
"GO:0000077","DNA damage checkpoint signaling",110,-0.662741777476075,-2.12367129983107,0.0175438596491228,0.0701841359773371,0.0413746831668406,1572,"tags=37%, list=12%, signal=33%","5810/9675/4361/57646/5591/27339/51776/79621/23376/57805/83695/29997/80198/84126/675/4436/988/9656/54962/84142/11073/84444/25896/55159/90381/1869/29980/1017/146956/3014/580/672/83990/5888/983/79968/51514/641/2177/63967/5347"
"GO:0044843","cell cycle G1/S phase transition",211,-0.614642590860601,-2.11635222512784,0.0169491525423729,0.0701841359773371,0.0413746831668406,1402,"tags=28%, list=11%, signal=26%","1032/5591/51692/1977/54623/10983/4863/26060/55904/54619/596/1027/25959/6603/6597/29117/6602/11331/55193/6929/57695/6599/7027/10657/6598/6502/91607/163786/86/1104/55159/8193/7465/1869/27085/55835/6240/5426/6909/1017/899/6491/8317/144455/5933/6241/2146/10926/993/9928/983/1033/9133/9134/81610/990/128239/891/890/1031"
"GO:0006364","rRNA processing",214,-0.63223016744137,-2.11154063403126,0.0163934426229508,0.0701841359773371,0.0413746831668406,3056,"tags=60%, list=23%, signal=47%","117246/27292/6223/10885/161424/57647/9277/27079/118460/51547/57418/6227/6165/51077/10248/57050/92856/8850/120379/8886/55127/29777/9188/6229/10775/27043/22894/9790/1662/6218/55178/51367/55226/22803/29081/28987/10436/4931/23212/6208/55720/23378/79979/84881/8602/27341/79707/6230/55651/6135/65095/57455/54663/10528/51018/6154/51010/23481/79039/27340/6194/56915/79922/6209/10412/9221/92342/11224/5591/705/8568/51406/64216/51106/10171/23076/11157/285855/9045/81887/6155/6129/9092/23517/51118/25983/6217/10556/92345/10200/55299/79954/9136/6202/29997/10969/6130/9775/84154/50628/10813/51602/51154/6125/84916/2483/23246/10360/88745/6201/55813/1736/25926/5036/90459/51096/80135/83732/54433/84549/5394/55646/55003/11340/23404/5393/2091/6839/81691"
"GO:0071826","protein-RNA complex organization",192,-0.658724138323106,-2.11119937526999,0.0208333333333333,0.0701841359773371,0.0413746831668406,2764,"tags=60%, list=21%, signal=48%","25929/6169/23405/55164/79833/8233/120379/55702/29777/6732/7458/10992/79752/8559/6895/26284/10181/55015/1983/6880/79084/6431/7375/6627/1939/4931/23212/23020/55692/10480/1968/25804/6208/54496/27341/83443/8669/51386/8575/6135/8161/7536/9416/3646/8668/8666/8664/91746/57461/6633/27335/3326/6209/10728/10658/51634/23195/96764/1653/8562/5591/84844/27339/26121/22907/10594/6152/22827/9092/10772/92345/11338/56949/51081/9129/55299/10262/8487/29997/84154/50628/8899/6629/27161/51154/3320/6125/1660/10419/6636/23246/6631/3921/4686/8175/64745/10291/6193/8607/27336/7520/1736/6637/9879/6635/10946/10856/11168/23450/58155/6628/55192/6632/84811/6426/57819"
"GO:0050900","leukocyte migration",225,0.604291299538454,2.10952904828302,0.0196078431372549,0.0701841359773371,0.0413746831668406,1008,"tags=16%, list=8%, signal=15%","6352/7857/4856/7784/3162/54210/9518/1803/2621/7057/3383/2683/56477/80310/5054/1435/3672/50512/1893/140885/1130/2629/23396/4067/975/57142/5641/83692/102/2534/6714/2131/64065/65125/23765/6404"
"GO:0051656","establishment of organelle localization",392,-0.596627417199097,-2.09612341453066,0.0169491525423729,0.0701841359773371,0.0413746831668406,954,"tags=17%, list=7%, signal=17%","25936/56647/4292/9183/3837/51134/84946/55920/81929/4869/84080/29109/348235/3192/8241/79003/54820/84142/23636/4927/79980/80179/54908/55166/7430/84823/55055/1894/3619/84722/9735/90417/9700/113130/3835/23224/1058/29127/220134/9928/81930/983/11130/4085/29899/81620/81610/891/10460/147841/332/221150/151648/1063/7272/10615/55143/5347/4751/11004/1062/10403/57405/4001/3833/57082/83540/9212"
"GO:0000082","G1/S transition of mitotic cell cycle",190,-0.616122368650267,-2.09399911345026,0.0169491525423729,0.0701841359773371,0.0413746831668406,1402,"tags=29%, list=11%, signal=26%","1032/5591/51692/1977/10983/26060/55904/54619/596/1027/25959/6603/6597/29117/6602/55193/6929/57695/6599/7027/10657/6598/6502/91607/163786/86/1104/55159/8193/7465/1869/27085/55835/6240/5426/1017/899/6491/8317/144455/5933/6241/2146/10926/993/9928/983/1033/9133/9134/990/128239/891/890/1031"
"GO:0010639","negative regulation of organelle organization",304,-0.588234588587799,-2.09179325682027,0.0172413793103448,0.0701841359773371,0.0413746831668406,933,"tags=20%, list=7%, signal=19%","10459/9183/8899/51143/10445/4869/3183/4233/3192/5216/79598/10198/65057/5394/292/9738/10432/167227/7517/54908/7515/3021/81624/142/3178/27085/348654/55055/347240/3619/9735/26586/899/9700/9319/672/220134/83903/11130/26271/4085/3082/22974/891/147841/699/701/332/221150/1063/7272/55143/5347/3925/10403/57405/57082/83540/9212/991"
"GO:0051053","negative regulation of DNA metabolic process",114,-0.676349282944,-2.08572559317454,0.0166666666666667,0.0701841359773371,0.0413746831668406,1553,"tags=38%, list=12%, signal=34%","4361/7270/8091/56893/54984/6188/3980/23244/54552/25913/115004/10459/4292/55183/10445/3183/4968/7520/3192/23347/65057/4436/5394/54962/708/91607/2956/167227/7515/142/55010/3178/2187/79000/8914/26271/51053/81620/55086/990/641/10721/5347"
"GO:0045814","negative regulation of gene expression, epigenetic",155,-0.653333027579301,-2.07606314560993,0.0185185185185185,0.0701841359773371,0.0413746831668406,1816,"tags=40%, list=14%, signal=35%","64863/9759/56916/4000/23411/55196/100048912/91746/5925/8091/79813/22955/9555/5253/7175/8467/353274/25792/11335/22823/10927/10951/6597/64783/56339/3720/23512/81931/55183/115426/10419/3066/3190/57673/10664/3192/11177/23347/8520/54107/10155/79723/94239/84444/54069/23468/3021/3070/84823/3146/1017/6839/3014/3015/1786/26147/672/2146/3930/29128/9582/4001"
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",161,0.628452761212998,2.07439021333232,0.0192307692307692,0.0701841359773371,0.0413746831668406,1497,"tags=24%, list=11%, signal=21%","56139/2196/23705/56137/56144/1008/9076/5673/56134/3383/56111/56113/1951/57463/10893/56133/56110/5817/5310/91179/56122/5797/56103/56108/65125/22883/56114/79414/5365/9746/5819/56101/57717/5598/5792/90/682/27020"
"GO:0007292","female gamete generation",112,-0.660928272144558,-2.06185927475674,0.0181818181818182,0.0701841359773371,0.0413746831668406,680,"tags=21%, list=5%, signal=20%","56339/4292/7130/348235/675/84930/78995/3021/1909/994/29781/84515/9319/220134/6790/26271/9133/259266/221150/7272/7153/5347/23397/10403"
"GO:0002181","cytoplasmic translation",162,-0.605275626315976,-2.05749076991134,0.0192307692307692,0.0701841359773371,0.0413746831668406,3242,"tags=63%, list=25%, signal=48%","6224/6158/2197/6191/6171/132864/6206/51389/6223/2332/28985/6204/6205/6228/6227/23521/51121/170506/6165/6169/8892/6157/6210/6229/7458/24140/6147/1967/1983/6218/7555/6161/1939/6235/10480/1968/6208/6132/221120/6159/6137/8669/6230/25873/6143/51386/4733/6135/1936/6124/6144/3646/6175/85451/6154/8668/6233/8666/8664/6194/6139/27335/6207/6209/6122/6188/11224/8562/6222/6128/6133/8893/9349/6152/9045/6155/10399/6129/6136/6217/4904/6189/7884/56339/6202/6203/6130/6187/10492/6125/1660/6134/3921/4686/6141/6193/4736/6201/8891/3192/200916/3184"
"GO:0040029","epigenetic regulation of gene expression",228,-0.608946810507218,-2.05183946147006,0.0178571428571429,0.0701841359773371,0.0413746831668406,1848,"tags=37%, list=14%, signal=32%","55167/64863/9759/56916/4000/23411/55196/100048912/91746/112869/5925/8091/79813/22955/9555/54790/9070/27005/9219/5253/328/7175/8467/353274/55904/11143/25792/11335/22823/10927/6944/10951/11091/6597/64783/29117/6602/56339/11146/3720/23512/81931/55183/115426/26155/10419/23028/3066/3190/57673/10664/4968/3192/11177/23347/8520/6598/54107/10155/79723/94239/10432/84444/165918/54069/29028/23468/3021/3070/84823/80312/3146/1017/6839/3014/3015/1786/26147/672/2146/3930/29128/9582/4001"
"GO:0032886","regulation of microtubule-based process",212,-0.605930884543831,-2.04594990621456,0.0175438596491228,0.0701841359773371,0.0413746831668406,1451,"tags=25%, list=11%, signal=23%","6188/79643/7514/57542/54801/8480/7175/126731/1729/54930/1027/55755/55142/85459/9793/4869/4233/348235/3192/22994/7840/79598/23636/163786/10432/7517/1104/23354/81624/115106/79187/79441/55835/348654/84722/26586/93323/899/6491/672/79866/220134/81930/284403/6790/29899/22974/10733/10460/221150/10615/5347/3925/9212"
"GO:0006403","RNA localization",181,-0.624239238185141,-2.01761317414982,0.0166666666666667,0.0701841359773371,0.0413746831668406,2066,"tags=45%, list=16%, signal=39%","55746/25909/29890/10482/4928/55916/65109/55651/9444/51637/1070/26097/79023/8106/8021/91746/22794/56943/7203/7514/8086/8480/1977/7175/348995/9972/10694/2733/10574/9984/3182/4116/4904/92345/29074/11052/9793/7884/9775/22948/23165/3837/51602/129401/9688/81929/8570/1660/4686/10575/8607/10762/10211/908/1736/9631/9818/3192/55110/10856/10657/79902/6950/5394/10576/53371/55135/23279/23636/6432/55706/10189/167227/57122/4927/23511/6426/6428/3181/3178/10212/2091"
"GO:0055080","monoatomic cation homeostasis",378,0.551494933156736,2.0126850452308,0.0232558139534884,0.0701841359773371,0.0413746831668406,1801,"tags=27%, list=14%, signal=24%","6352/51458/341208/4879/785/2034/80763/3162/30061/26249/2512/8804/55647/535/64116/8992/7466/2896/79901/25800/10159/27185/5164/540/4067/6786/5621/1760/2907/1317/1535/8996/9777/3708/9562/113235/30001/2946/154881/4669/9885/1312/664/84679/3916/440400/79085/1649/254428/3074/2132/1534/3920/54583/2131/523/775/80762/7037/79641/51606/65125/91252/220002/84317/9772/537/567/7779/7421/6548/2260/6560/57192/5663/57217/7220/23479/5371/9296/1203/526/27020/27069/5311/23315/10467/7879/9550/5595/23241/9843/475/54664/23155/23312/444/57130/490/468/10367"
"GO:0031109","microtubule polymerization or depolymerization",119,-0.626450630160224,-2.0107758252566,0.0161290322580645,0.0701841359773371,0.0413746831668406,1785,"tags=38%, list=14%, signal=33%","4733/8636/7846/50810/157922/121441/10844/58526/51199/6188/27229/79649/54801/126731/54930/1027/55755/10426/5116/55142/9793/4233/348235/7283/54820/440145/55125/23354/81624/115106/79441/55835/347240/84722/26586/93323/220134/81930/26271/22974/146909/221150/11004/3925/9212"
"GO:0006887","exocytosis",224,0.588187172949177,2.00052810925299,0.0217391304347826,0.0701841359773371,0.0413746831668406,1745,"tags=24%, list=13%, signal=21%","3786/6352/785/7784/84258/54843/3134/51762/9145/9144/26056/23396/63908/4067/9581/7127/84961/10079/9885/51150/55362/3916/127262/9522/6809/6812/55823/255057/80331/9545/8027/6844/22930/8372/10966/56900/9846/9751/4905/57799/5663/10652/201294/55207/10890/10972/7879/5898/57617/8775/23011/84283/9341/8766"
"GO:0007033","vacuole organization",211,0.598865275829325,1.99307640014065,0.0217391304347826,0.0701841359773371,0.0413746831668406,2591,"tags=45%, list=20%, signal=37%","285973/8804/55647/535/1509/79158/94241/2629/2896/1200/81631/9907/10159/53/19/79837/2548/3073/84557/26100/4669/5287/22901/3916/440400/3074/23232/5289/3920/55823/2131/523/64112/4124/51172/411/950/51606/22930/64400/8987/84317/10043/201163/537/8897/8408/3988/112574/3257/11345/2055/55062/65018/57192/5663/4882/23673/51652/9554/55968/9296/1203/55207/51510/128866/23130/7879/57617/23241/96459/9638/54664/56270/9140/57533/51100/23710/252839/533/25978/9776/29911/55353/4534/23647/26471/60673/80208/472/987/23341/90678/22863/79142"
"GO:0070507","regulation of microtubule cytoskeleton organization",143,-0.613472034113809,-1.99149832807022,0.0149253731343284,0.0701841359773371,0.0413746831668406,1451,"tags=27%, list=11%, signal=25%","6188/79643/54801/8480/7175/126731/54930/1027/55755/55142/9793/4233/348235/3192/79598/23636/163786/1104/23354/81624/115106/79187/79441/55835/84722/26586/93323/6491/79866/220134/81930/29899/22974/10460/221150/10615/5347/3925/9212"
"GO:0030595","leukocyte chemotaxis",119,0.626727036653498,1.99072019756364,0.0188679245283019,0.0701841359773371,0.0413746831668406,973,"tags=16%, list=7%, signal=15%","6352/7857/4856/54210/1803/2621/7057/56477/5054/1435/3672/1130/23396/4067/5641/102/64065/65125/23765"
"GO:0050801","monoatomic ion homeostasis",382,0.553904530228353,1.99052072478418,0.024390243902439,0.0701841359773371,0.0413746831668406,1801,"tags=27%, list=14%, signal=24%","6352/51458/341208/4879/785/2034/80763/3162/30061/26249/2512/8804/55647/535/771/64116/8992/7466/2896/79901/25800/10159/27185/5164/540/4067/6786/5621/1760/2907/1317/1535/8996/9777/3708/9562/113235/30001/2946/154881/4669/9885/1312/664/84679/3916/440400/79085/1649/254428/3074/2132/1534/3920/54583/2131/523/775/80762/7037/79641/51606/65125/91252/220002/84317/9772/537/567/7779/7421/6548/2260/6560/57192/5663/57217/7220/23479/5371/9296/1203/526/27020/27069/5311/23315/10467/7879/9550/5595/23241/9843/475/54664/23155/23312/444/57130/490/468/10367"
"GO:0032204","regulation of telomere maintenance",106,-0.654906905344619,-1.98931384167652,0.0196078431372549,0.0701841359773371,0.0413746831668406,1748,"tags=42%, list=13%, signal=37%","4000/26354/80119/4361/54984/10728/7203/54552/25913/10694/10574/92345/11284/55719/51377/22948/10445/3320/79677/84250/10575/3183/8607/23137/908/7520/1736/3192/10856/6950/65057/5394/10576/4216/55135/86/54780/167227/7515/142/3181/3178/3184/4751/9212"
"GO:0071674","mononuclear cell migration",130,0.600337044701198,1.98749635050569,0.0222222222222222,0.0701841359773371,0.0413746831668406,660,"tags=14%, list=5%, signal=13%","6352/4856/2621/7057/3383/2683/80310/5054/1435/1893/140885/2629/4067/975/57142/5641/83692/102"
"GO:0140588","chromatin looping",150,-0.609735371882261,-1.97750153564963,0.0222222222222222,0.0701841359773371,0.0413746831668406,2235,"tags=40%, list=17%, signal=34%","79009/9704/57680/1655/10939/10146/23020/10973/1659/1108/5965/5885/56916/80119/9416/79039/8449/7486/9785/57696/1653/22907/1105/56919/23517/5094/55719/9775/23132/79677/1660/1665/84250/8607/23137/10664/9879/166378/10856/23347/57697/54780/29028/63979/4175/10212/9401/1663/4172/84515/4173/1763/4171/83990/4174/4176/641/10721/8438/54821"
"GO:0007034","vacuolar transport",152,0.603020773454247,1.97572624209391,0.0212765957446809,0.0701841359773371,0.0413746831668406,1886,"tags=36%, list=14%, signal=31%","1191/6272/84572/5660/79158/8878/1130/57724/2896/3482/27072/4035/9842/23339/155382/7782/3916/10239/64747/5289/3920/55823/55652/54741/51172/80762/411/950/8906/8027/64400/4864/3988/63971/80700/65018/9648/51652/84315/55187/55207/51510/128866/143187/55275/7879/57617/137492/54664/56112/23295/51479/274/23355/54832"
"GO:0050920","regulation of chemotaxis",136,0.597159954704498,1.96102510183488,0.024390243902439,0.0701841359773371,0.0413746831668406,1227,"tags=16%, list=9%, signal=15%","6352/7857/4856/4908/1803/2621/7057/80310/5054/1435/56670/4067/5641/1954/102/6809/64065/65125/83700/1845/3315/2260"
"GO:0042445","hormone metabolic process",136,0.62715224724811,1.94505010952595,0.0166666666666667,0.0701841359773371,0.0413746831668406,1477,"tags=23%, list=11%, signal=20%","9227/56603/5122/133/1803/157506/10404/220/51635/54884/10159/6715/5125/1497/140606/59342/6567/4669/5034/102/25825/57104/9249/9060/27122/59338/10273/1522/57016/7038/51200"
"GO:0000018","regulation of DNA recombination",119,-0.619019766277893,-1.94312492916855,0.0169491525423729,0.0701841359773371,0.0413746831668406,2095,"tags=41%, list=16%, signal=35%","116028/6118/8971/9643/55257/60/10902/56916/55929/51010/57162/4361/8295/64769/56893/56941/8089/3276/6944/115004/10459/4292/55183/23028/8607/10856/23347/4436/22976/2521/6502/708/55135/86/2956/142/63979/55010/2187/3838/10635/7468/8914/5888/55086/641/10721/5347/79915"
"GO:0042274","ribosomal small subunit biogenesis",106,-0.662143903370549,-1.94135011472309,0.0178571428571429,0.0701841359773371,0.0413746831668406,3084,"tags=66%, list=23%, signal=51%","6206/27292/6223/10885/161424/57647/9277/6205/6228/6227/51077/57050/92856/91582/6210/55127/29777/6229/9790/26284/6218/55226/28987/10436/23212/6208/55720/8602/27341/6230/65095/10528/6233/27340/6194/6207/6209/5591/705/51406/10171/11157/30836/51118/25983/6217/51081/6189/79954/9136/6202/6203/84946/51602/84916/26574/4869/3921/64745/6193/88745/6201/55813/7520/25926/51096/83732/5394/128061/2091"
"GO:0007041","lysosomal transport",117,0.62054136191773,1.94128671988168,0.0208333333333333,0.0701841359773371,0.0413746831668406,1826,"tags=36%, list=14%, signal=31%","1191/6272/84572/5660/79158/1130/57724/2896/3482/27072/4035/9842/23339/7782/3916/64747/5289/3920/55823/55652/51172/411/950/64400/4864/3988/63971/80700/65018/9648/51652/55207/51510/128866/55275/7879/57617/54664/56112/23295/51479/274"
"GO:0097529","myeloid leukocyte migration",133,0.619031987120741,1.93454591373382,0.0192307692307692,0.0701841359773371,0.0413746831668406,536,"tags=14%, list=4%, signal=14%","6352/7857/4856/54210/1803/7057/2683/56477/80310/5054/1435/3672/140885/23396/4067/975/57142/5641/83692"
"GO:0032543","mitochondrial translation",127,-0.594894390422832,-1.92750183728779,0.0196078431372549,0.0701841359773371,0.0413746831668406,2860,"tags=53%, list=22%, signal=42%","3035/64949/28977/63931/740/10573/64976/78988/219927/26995/6182/23395/54460/55168/80222/54948/51264/51253/51023/51263/54534/60488/84881/55278/5188/4528/55173/29093/115416/54998/55005/54931/54938/64960/118487/55052/84311/122704/23107/10352/285367/51258/79072/64965/90480/57505/54148/64928/28958/29074/51081/28973/51642/56945/29088/3396/65005/51116/79590/11222/65003/57129/65008/84300/708/10240/55157"
"GO:0007600","sensory perception",253,0.56521349734665,1.92465970221734,0.0222222222222222,0.0701841359773371,0.0413746831668406,1305,"tags=19%, list=10%, signal=17%","3786/9227/1470/1469/785/4856/54463/57731/54532/2034/80763/1261/7439/63895/157506/5270/10893/50944/2202/4828/7466/7275/3983/27185/25861/3073/84173/57555/1687/55362/1312/2534/1649/5205/3074/9249/950/85446/314/92840/9215/567/11343/3257/2260/2055/22926/4882"
"GO:0007596","blood coagulation",159,0.580699584642868,1.92455948367606,0.0196078431372549,0.0701841359773371,0.0413746831668406,1218,"tags=16%, list=9%, signal=14%","51129/22875/7448/2621/7057/79987/1608/9068/114897/5270/5054/710/4067/2191/2677/80856/3998/6812/6714/2157/2923/9060/5327/308/3315"
"GO:0098771","inorganic ion homeostasis",323,0.54538057651816,1.92315531497878,0.025,0.0701841359773371,0.0413746831668406,1801,"tags=25%, list=14%, signal=22%","6352/51458/6424/341208/4879/785/2034/80763/3162/30061/26249/2512/771/64116/7466/79901/25800/27185/540/4067/6786/5621/1760/2907/1317/1535/8996/3708/113235/30001/2946/154881/4669/9885/1312/664/79085/1649/254428/3074/2132/1534/54583/2131/523/775/80762/7037/65125/91252/220002/84317/9772/537/567/7779/7421/6548/2260/6560/57192/5663/57217/7220/23479/5371/27020/27069/5311/10467/9550/23241/9843/475/23155/444/57130/490/468/10367"
"GO:0042770","signal transduction in response to DNA damage",163,-0.586043726670484,-1.92290427018095,0.0166666666666667,0.0701841359773371,0.0413746831668406,1784,"tags=32%, list=14%, signal=28%","9100/60561/5883/91603/23411/5810/9675/4361/57646/5591/27339/51776/79621/23376/57805/602/83695/10459/29997/80198/84126/9521/23028/675/4436/22976/988/9656/54962/84142/11073/84444/25896/55159/90381/1869/29980/1017/146956/3014/580/672/83990/5888/983/79968/51514/641/2177/63967/5347/79915"
"GO:0051028","mRNA transport",117,-0.634795063089582,-1.91617118319136,0.0188679245283019,0.0701841359773371,0.0413746831668406,2066,"tags=46%, list=16%, signal=39%","55746/25909/29890/10482/4928/55916/65109/9444/1070/26097/79023/8106/8021/91746/22794/56943/7514/8086/8480/1977/7175/348995/9972/2733/9984/4116/7884/9775/23165/129401/9688/81929/8570/1660/4686/10762/9631/9818/55110/79902/53371/23279/23636/6432/55706/10189/57122/4927/23511/6426/6428/3181/3178/10212"
"GO:0050817","coagulation",160,0.576890497364266,1.91144488089408,0.0196078431372549,0.0701841359773371,0.0413746831668406,1300,"tags=16%, list=10%, signal=15%","51129/22875/7448/2621/7057/79987/1608/9068/114897/5270/5054/710/4067/2191/2677/80856/3998/6812/6714/2157/2923/9060/5327/308/3315/5663"
"GO:0010638","positive regulation of organelle organization",413,-0.532427830791835,-1.90560996730587,0.0163934426229508,0.0701841359773371,0.0413746831668406,1225,"tags=18%, list=9%, signal=17%","25913/4478/1027/10694/55755/192111/10574/10163/85459/6624/10592/92345/11284/55329/55719/8100/9793/51377/22948/10445/3320/84250/10575/57472/23580/4233/8607/29109/23137/908/1736/5216/10572/10856/6950/65057/55704/9738/10576/4216/55135/23636/163786/86/23310/9662/3181/3178/55835/3184/84722/1663/1017/29781/9918/2237/10635/6491/9700/54892/220134/983/6790/29899/11065/10051/10733/699/221150/10615/23397/4751/9787/64151/9212/991"
"GO:0007599","hemostasis",162,0.57389409994758,1.90094284438779,0.02,0.0701841359773371,0.0413746831668406,1218,"tags=15%, list=9%, signal=14%","51129/22875/7448/2621/7057/79987/1608/9068/114897/5270/5054/710/4067/2191/2677/80856/3998/6812/6714/2157/2923/9060/5327/308/3315"
"GO:0006873","intracellular monoatomic ion homeostasis",335,0.525137781489701,1.89863371416366,0.0222222222222222,0.0701841359773371,0.0413746831668406,2428,"tags=33%, list=18%, signal=28%","6352/51458/341208/785/3162/30061/2512/8804/55647/535/64116/8992/7466/2896/79901/25800/10159/27185/540/4067/6786/5621/1760/2907/1317/1535/8996/9777/3708/9562/113235/30001/2946/154881/9885/664/84679/3916/440400/79085/1649/254428/3074/1534/3920/54583/523/775/80762/7037/51606/65125/91252/220002/84317/9772/537/567/7779/7421/6548/57192/5663/57217/7220/23479/5371/9296/1203/526/27020/27069/5311/23315/7879/9550/5595/23241/475/54664/23155/23312/444/57130/490/468/10367/5587/252839/5581/533/9446/55177/57214/55334/27032/3709/26504/6647/6339/9104/6341/26234/1756/10479/3263/155066/23516/65266/3064/5170"
"GO:0050657","nucleic acid transport",141,-0.615991551147485,-1.88534852768588,0.0188679245283019,0.0701841359773371,0.0413746831668406,2558,"tags=50%, list=19%, signal=41%","8563/8888/84321/80145/55795/5901/87178/55421/6741/55746/25909/29890/10482/4928/55916/65109/9444/51637/1070/26097/79023/8106/8021/91746/22794/56943/7514/8086/8480/1977/7175/348995/9972/2733/9984/4116/4904/29074/11052/9793/7884/9775/23165/3837/129401/9688/81929/8570/1660/4686/10762/10211/9631/9818/55110/10657/79902/53371/23279/23636/6432/55706/10189/57122/4927/23511/6426/6428/3181/3178/10212"
"GO:0050658","RNA transport",141,-0.615991551147485,-1.88534852768588,0.0188679245283019,0.0701841359773371,0.0413746831668406,2558,"tags=50%, list=19%, signal=41%","8563/8888/84321/80145/55795/5901/87178/55421/6741/55746/25909/29890/10482/4928/55916/65109/9444/51637/1070/26097/79023/8106/8021/91746/22794/56943/7514/8086/8480/1977/7175/348995/9972/2733/9984/4116/4904/29074/11052/9793/7884/9775/23165/3837/129401/9688/81929/8570/1660/4686/10762/10211/9631/9818/55110/10657/79902/53371/23279/23636/6432/55706/10189/57122/4927/23511/6426/6428/3181/3178/10212"
